Approving	Years in Office	Display	Had Major Event	Pres - Obama	Conflict Name	Conflict Status	Disapproving	End Date	F15	F16	F17	Major Event	Number of Records	Party	Pres - Clinton	Pres - Bush I	Pres - Reagan	Pres - Bush II	Pres - Ford	Pres - Nixon	Pres - LBJ	Pres - JFK	Pres - Eisenhower	Pres - Truman	Pres - Carter	Pres - Trump	Pres - Roosevelt	President Number	President	Start Date	Term Began	Term Ended	Week Ending Date	Unsure/No Data
56	8.005479452	1	No		Vietnam War	War	26	10/15/57					1	Republican									Dwight D. Eisenhower					34	Dwight D. Eisenhower	10/10/57	1/20/53	1/20/61	10/19/57	15
57	8.005479452	1	No		Vietnam War	War	27	11/12/57					1	Republican									Dwight D. Eisenhower					34	Dwight D. Eisenhower	11/7/57	1/20/53	1/20/61	11/16/57	14
60	8.005479452	1	No		Vietnam War	War	29	12/31/57					1	Republican									Dwight D. Eisenhower					34	Dwight D. Eisenhower	12/31/57	1/20/53	1/20/61	1/4/58	9
57	8.005479452	1	No		Vietnam War	War	27	1/22/58					1	Republican									Dwight D. Eisenhower					34	Dwight D. Eisenhower	1/22/58	1/20/53	1/20/61	1/25/58	14
54	8.005479452	1	No		Vietnam War	War	32	2/19/58					1	Republican									Dwight D. Eisenhower					34	Dwight D. Eisenhower	2/14/58	1/20/53	1/20/61	2/22/58	0
50	8.005479452	1	No		Vietnam War	War	32	3/4/58					1	Republican									Dwight D. Eisenhower					34	Dwight D. Eisenhower	3/4/58	1/20/53	1/20/61	3/8/58	15
47	8.005479452	1	Yes		Vietnam War	War	35	3/25/58				1958 Mars Bluff B-47 nuclear weapon loss incident: A U.S. B-47 bomber accidentally drops an atom bomb on Mars Bluff, South Carolina. Its conventional explosives destroy a house and injure several people, but no nuclear fission occurs.	1	Republican									Dwight D. Eisenhower					34	Dwight D. Eisenhower	3/25/58	1/20/53	1/20/61	3/29/58	16
54	8.005479452	1	No		Vietnam War	War	30	4/14/58					1	Republican									Dwight D. Eisenhower					34	Dwight D. Eisenhower	4/14/58	1/20/53	1/20/61	4/19/58	15
51	8.005479452	1	No		Vietnam War	War	32	5/12/58					1	Republican									Dwight D. Eisenhower					34	Dwight D. Eisenhower	5/7/58	1/20/53	1/20/61	5/17/58	15
53	8.005479452	1	No		Vietnam War	War	31	5/26/58					1	Republican									Dwight D. Eisenhower					34	Dwight D. Eisenhower	5/26/58	1/20/53	1/20/61	5/31/58	15
52	8.005479452	1	No		Vietnam War	War	32	7/8/58					1	Republican									Dwight D. Eisenhower					34	Dwight D. Eisenhower	7/8/58	1/20/53	1/20/61	7/12/58	15
57	8.005479452	1	No		Vietnam War	War	26	8/4/58					1	Republican									Dwight D. Eisenhower					34	Dwight D. Eisenhower	7/30/58	1/20/53	1/20/61	8/9/58	15
55	8.005479452	1	No		Vietnam War	War	26	8/25/58					1	Republican									Dwight D. Eisenhower					34	Dwight D. Eisenhower	8/20/58	1/20/53	1/20/61	8/30/58	17
56	8.005479452	1	No		Vietnam War	War	29	9/15/58					1	Republican									Dwight D. Eisenhower					34	Dwight D. Eisenhower	9/10/58	1/20/53	1/20/61	9/20/58	14
53	8.005479452	1	No		Vietnam War	War	27	9/29/58					1	Republican									Dwight D. Eisenhower					34	Dwight D. Eisenhower	9/24/58	1/20/53	1/20/61	10/4/58	18
56	8.005479452	1	No		Vietnam War	War	26	10/13/58					1	Republican									Dwight D. Eisenhower					34	Dwight D. Eisenhower	10/13/58	1/20/53	1/20/61	10/18/58	16
51	8.005479452	1	No		Vietnam War	War	29	11/12/58					1	Republican									Dwight D. Eisenhower					34	Dwight D. Eisenhower	11/7/58	1/20/53	1/20/61	11/15/58	18
56	8.005479452	1	No		Vietnam War	War	32	12/8/58					1	Republican									Dwight D. Eisenhower					34	Dwight D. Eisenhower	12/3/58	1/20/53	1/20/61	12/13/58	11
56	8.005479452	1	No		Vietnam War	War	27	1/12/59					1	Republican									Dwight D. Eisenhower					34	Dwight D. Eisenhower	1/7/59	1/20/53	1/20/61	1/17/59	15
58	8.005479452	1	No		Vietnam War	War	25	2/9/59					1	Republican									Dwight D. Eisenhower					34	Dwight D. Eisenhower	2/4/59	1/20/53	1/20/61	2/14/59	15
58	8.005479452	1	No		Vietnam War	War	25	3/9/59					1	Republican									Dwight D. Eisenhower					34	Dwight D. Eisenhower	3/4/59	1/20/53	1/20/61	3/14/59	16
62	8.005479452	1	No		Vietnam War	War	22	3/31/59					1	Republican									Dwight D. Eisenhower					34	Dwight D. Eisenhower	3/31/59	1/20/53	1/20/61	4/4/59	15
59	8.005479452	1	No		Vietnam War	War	24	4/27/59					1	Republican									Dwight D. Eisenhower					34	Dwight D. Eisenhower	4/27/59	1/20/53	1/20/61	5/2/59	15
63	8.005479452	1	No		Vietnam War	War	20	6/3/59					1	Republican									Dwight D. Eisenhower					34	Dwight D. Eisenhower	5/29/59	1/20/53	1/20/61	6/6/59	15
62	8.005479452	1	No		Vietnam War	War	23	6/30/59					1	Republican									Dwight D. Eisenhower					34	Dwight D. Eisenhower	6/25/59	1/20/53	1/20/61	7/4/59	14
60	8.005479452	1	No		Vietnam War	War	26	7/28/59					1	Republican									Dwight D. Eisenhower					34	Dwight D. Eisenhower	7/23/59	1/20/53	1/20/61	8/1/59	13
66	8.005479452	1	No		Vietnam War	War	19	9/16/59					1	Republican									Dwight D. Eisenhower					34	Dwight D. Eisenhower	9/16/59	1/20/53	1/20/61	9/19/59	13
66	8.005479452	1	No		Vietnam War	War	19	10/14/59					1	Republican									Dwight D. Eisenhower					34	Dwight D. Eisenhower	10/14/59	1/20/53	1/20/61	10/17/59	14
64	8.005479452	1	No		Vietnam War	War	20	11/10/59					1	Republican									Dwight D. Eisenhower					34	Dwight D. Eisenhower	11/10/59	1/20/53	1/20/61	11/14/59	14
66	8.005479452	1	No		Vietnam War	War	18	12/8/59					1	Republican									Dwight D. Eisenhower					34	Dwight D. Eisenhower	12/3/59	1/20/53	1/20/61	12/12/59	15
76	8.005479452	1	No		Vietnam War	War	15	12/15/59					1	Republican									Dwight D. Eisenhower					34	Dwight D. Eisenhower	12/10/59	1/20/53	1/20/61	12/19/59	8
66	8.005479452	1	No		Vietnam War	War	17	1/11/60					1	Republican									Dwight D. Eisenhower					34	Dwight D. Eisenhower	1/6/60	1/20/53	1/20/61	1/16/60	15
63	8.005479452	1	No		Vietnam War	War	21	2/9/60					1	Republican									Dwight D. Eisenhower					34	Dwight D. Eisenhower	2/4/60	1/20/53	1/20/61	2/13/60	14
63	8.005479452	1	No		Vietnam War	War	22	3/7/60					1	Republican									Dwight D. Eisenhower					34	Dwight D. Eisenhower	3/2/60	1/20/53	1/20/61	3/12/60	14
65	8.005479452	1	No		Vietnam War	War	22	3/28/60					1	Republican									Dwight D. Eisenhower					34	Dwight D. Eisenhower	3/28/60	1/20/53	1/20/61	4/2/60	12
61	8.005479452	1	No		Vietnam War	War	21	4/26/60					1	Republican									Dwight D. Eisenhower					34	Dwight D. Eisenhower	4/26/60	1/20/53	1/20/61	4/30/60	16
64	8.005479452	1	No		Vietnam War	War	21	5/24/60					1	Republican									Dwight D. Eisenhower					34	Dwight D. Eisenhower	5/24/60	1/20/53	1/20/61	5/28/60	13
60	8.005479452	1	No		Vietnam War	War	23	6/14/60					1	Republican									Dwight D. Eisenhower					34	Dwight D. Eisenhower	6/14/60	1/20/53	1/20/61	6/18/60	15
57	8.005479452	1	No		Vietnam War	War	26	6/28/60					1	Republican									Dwight D. Eisenhower					34	Dwight D. Eisenhower	6/28/60	1/20/53	1/20/61	7/2/60	16
49	8.005479452	1	No		Vietnam War	War	33	7/14/60					1	Republican									Dwight D. Eisenhower					34	Dwight D. Eisenhower	7/14/60	1/20/53	1/20/61	7/16/60	17
62	8.005479452	1	No		Vietnam War	War	26	7/28/60					1	Republican									Dwight D. Eisenhower					34	Dwight D. Eisenhower	7/28/60	1/20/53	1/20/61	7/30/60	11
63	8.005479452	1	No		Vietnam War	War	24	8/9/60					1	Republican									Dwight D. Eisenhower					34	Dwight D. Eisenhower	8/9/60	1/20/53	1/20/61	8/13/60	12
60	8.005479452	1	No		Vietnam War	War	28	8/30/60					1	Republican									Dwight D. Eisenhower					34	Dwight D. Eisenhower	8/25/60	1/20/53	1/20/61	9/3/60	11
58	8.005479452	1	No		Vietnam War	War	28	9/14/60					1	Republican									Dwight D. Eisenhower					34	Dwight D. Eisenhower	9/9/60	1/20/53	1/20/61	9/17/60	13
64	8.005479452	1	Yes		Vietnam War	War	25	9/26/60				The first ever general election debate between presidential candidates was held between Democratic nominee John F. Kennedy and Republican nominee Richard M. Nixon.[375]	1	Republican									Dwight D. Eisenhower					34	Dwight D. Eisenhower	9/26/60	1/20/53	1/20/61	10/1/60	9
57	8.005479452	1	No		Vietnam War	War	31	10/23/60					1	Republican									Dwight D. Eisenhower					34	Dwight D. Eisenhower	10/18/60	1/20/53	1/20/61	10/29/60	10
59	8.005479452	1	No		Vietnam War	War	25	11/15/60					1	Republican									Dwight D. Eisenhower					34	Dwight D. Eisenhower	11/15/60	1/20/53	1/20/61	11/19/60	14
68	8.005479452	1	Yes		Vietnam War	War	31	12/6/60				Boynton v. Virginia: In a 7-2 ruling, the Supreme Court ruled that African-Americans were protected from racial segregation on buses by the Interstate Commerce Act.[378]	1	Republican									Dwight D. Eisenhower					34	Dwight D. Eisenhower	12/6/60	1/20/53	1/20/61	12/10/60	0
59	8.005479452	1	No		Vietnam War	War	28	12/13/60					1	Republican									Dwight D. Eisenhower					34	Dwight D. Eisenhower	12/8/60	1/20/53	1/20/61	12/17/60	13
72	2.838356164	1	No		Vietnam War	War	6	2/15/61					1	Democrat								John F. Kennedy						35	John F. Kennedy	2/10/61	1/20/61	11/22/63	2/18/61	22
72	2.838356164	1	No		Vietnam War	War	7	3/15/61					1	Democrat								John F. Kennedy						35	John F. Kennedy	3/10/61	1/20/61	11/22/63	3/18/61	19
78	2.838356164	1	No		Vietnam War	War	6	4/4/61					1	Democrat								John F. Kennedy						35	John F. Kennedy	4/4/61	1/20/61	11/22/63	4/8/61	15
83	2.838356164	1	Yes		Bay of Pigs Invasion / Vietnam War	War	5	5/3/61				Bay of Pigs Invasion, The Freedom Rides began in Washington D.C. after the failure to enforce the Supreme Court's ruling in Boynton v. Virginia.[388][389]	1	Democrat								John F. Kennedy						35	John F. Kennedy	4/28/61	1/20/61	11/22/63	5/6/61	12
77	2.838356164	1	No		Vietnam War	War	8	5/9/61					1	Democrat								John F. Kennedy						35	John F. Kennedy	5/4/61	1/20/61	11/22/63	5/13/61	14
74	2.838356164	1	No		Vietnam War	War	10	5/15/61					1	Democrat								John F. Kennedy						35	John F. Kennedy	5/15/61	1/20/61	11/22/63	5/20/61	15
73	2.838356164	1	No		Vietnam War	War	11	6/2/61					1	Democrat								John F. Kennedy						35	John F. Kennedy	5/28/61	1/20/61	11/22/63	6/3/61	15
71	2.838356164	1	No		Vietnam War	War	13	6/21/61					1	Democrat								John F. Kennedy						35	John F. Kennedy	6/21/61	1/20/61	11/22/63	6/24/61	14
74	2.838356164	1	No		Vietnam War	War	11	7/25/61					1	Democrat								John F. Kennedy						35	John F. Kennedy	7/25/61	1/20/61	11/22/63	7/29/61	13
75	2.838356164	1	No		Vietnam War	War	11	8/29/61					1	Democrat								John F. Kennedy						35	John F. Kennedy	8/24/61	1/20/61	11/22/63	9/2/61	12
78	2.838356164	1	No		Vietnam War	War	10	9/19/61					1	Democrat								John F. Kennedy						35	John F. Kennedy	9/19/61	1/20/61	11/22/63	9/23/61	10
76	2.838356164	1	No		Vietnam War	War	12	10/24/61					1	Democrat								John F. Kennedy						35	John F. Kennedy	10/19/61	1/20/61	11/22/63	10/28/61	10
79	2.838356164	1	No		Vietnam War	War	8	11/15/61					1	Democrat								John F. Kennedy						35	John F. Kennedy	11/15/61	1/20/61	11/22/63	11/18/61	12
76	2.838356164	1	No		Vietnam War	War	10	12/5/61					1	Democrat								John F. Kennedy						35	John F. Kennedy	12/5/61	1/20/61	11/22/63	12/9/61	12
78	2.838356164	1	No		Vietnam War	War	9	1/16/62					1	Democrat								John F. Kennedy						35	John F. Kennedy	1/11/62	1/20/61	11/22/63	1/20/62	12
77	2.838356164	1	No		Vietnam War	War	11	2/13/62					1	Democrat								John F. Kennedy						35	John F. Kennedy	2/8/62	1/20/61	11/22/63	2/17/62	11
79	2.838356164	1	No		Vietnam War	War	11	3/6/62					1	Democrat								John F. Kennedy						35	John F. Kennedy	3/6/62	1/20/61	11/22/63	3/10/62	9
77	2.838356164	1	No		Vietnam War	War	12	4/4/62					1	Democrat								John F. Kennedy						35	John F. Kennedy	4/4/62	1/20/61	11/22/63	4/7/62	10
73	2.838356164	1	No		Vietnam War	War	16	5/1/62					1	Democrat								John F. Kennedy						35	John F. Kennedy	5/1/62	1/20/61	11/22/63	5/5/62	10
70	2.838356164	1	No		Vietnam War	War	18	5/29/62					1	Democrat								John F. Kennedy						35	John F. Kennedy	5/29/62	1/20/61	11/22/63	6/2/62	10
68	2.838356164	1	No		Vietnam War	War	19	7/3/62					1	Democrat								John F. Kennedy						35	John F. Kennedy	6/28/62	1/20/61	11/22/63	7/7/62	12
65	2.838356164	1	No		Vietnam War	War	22	7/31/62					1	Democrat								John F. Kennedy						35	John F. Kennedy	7/26/62	1/20/61	11/22/63	8/4/62	11
67	2.838356164	1	No		Vietnam War	War	19	8/28/62					1	Democrat								John F. Kennedy						35	John F. Kennedy	8/23/62	1/20/61	11/22/63	9/1/62	13
62	2.838356164	1	No		Vietnam War	War	22	9/25/62					1	Democrat								John F. Kennedy						35	John F. Kennedy	9/20/62	1/20/61	11/22/63	9/29/62	15
60	2.838356164	1	No		Vietnam War	War	24	10/24/62					1	Democrat								John F. Kennedy						35	John F. Kennedy	10/19/62	1/20/61	11/22/63	10/27/62	14
72	2.838356164	1	No		Vietnam War	War	13	11/21/62					1	Democrat								John F. Kennedy						35	John F. Kennedy	11/16/62	1/20/61	11/22/63	11/24/62	13
75	2.838356164	1	No		Vietnam War	War	13	12/18/62					1	Democrat								John F. Kennedy						35	John F. Kennedy	12/13/62	1/20/61	11/22/63	12/22/62	11
73	2.838356164	1	No		Vietnam War	War	14	1/16/63					1	Democrat								John F. Kennedy						35	John F. Kennedy	1/11/63	1/20/61	11/22/63	1/19/63	12
70	2.838356164	1	No		Vietnam War	War	17	2/12/63					1	Democrat								John F. Kennedy						35	John F. Kennedy	2/7/63	1/20/61	11/22/63	2/16/63	11
66	2.838356164	1	No		Vietnam War	War	19	3/13/63					1	Democrat								John F. Kennedy						35	John F. Kennedy	3/8/63	1/20/61	11/22/63	3/16/63	13
65	2.838356164	1	No		Vietnam War	War	21	4/9/63					1	Democrat								John F. Kennedy						35	John F. Kennedy	4/4/63	1/20/61	11/22/63	4/13/63	13
63	2.838356164	1	No		Vietnam War	War	24	5/2/63					1	Democrat								John F. Kennedy						35	John F. Kennedy	5/2/63	1/20/61	11/22/63	5/4/63	11
64	2.838356164	1	No		Vietnam War	War	23	5/6/63					1	Democrat								John F. Kennedy						35	John F. Kennedy	5/6/63	1/20/61	11/22/63	5/11/63	12
63	2.838356164	1	No		Vietnam War	War	24	5/28/63					1	Democrat								John F. Kennedy						35	John F. Kennedy	5/23/63	1/20/61	11/22/63	6/1/63	11
60	2.838356164	1	No		Vietnam War	War	27	7/23/63					1	Democrat								John F. Kennedy						35	John F. Kennedy	7/18/63	1/20/61	11/22/63	7/27/63	12
62	2.838356164	1	No		Vietnam War	War	25	8/20/63					1	Democrat								John F. Kennedy						35	John F. Kennedy	8/15/63	1/20/61	11/22/63	8/24/63	11
56	2.838356164	1	Yes		Vietnam War	War	29	9/10/63				American civil rights movement: The 16th Street Baptist Church bombing, in Birmingham, Alabama, kills 4 and injures 22.	1	Democrat								John F. Kennedy						35	John F. Kennedy	9/10/63	1/20/61	11/22/63	9/14/63	14
58	2.838356164	1	Yes		Vietnam War	War	28	10/9/63				The Atomic Test Ban Treaty was signed.[411]	1	Democrat								John F. Kennedy						35	John F. Kennedy	10/9/63	1/20/61	11/22/63	10/12/63	13
58	2.838356164	1	No		Vietnam War	War	30	11/13/63					1	Democrat								John F. Kennedy						35	John F. Kennedy	11/8/63	1/20/61	11/22/63	11/16/63	11
77	5.167123288	1	No		Vietnam War	War	2	12/10/63					1	Democrat							Lyndon B. Johnson							36	Lyndon B. Johnson	12/5/63	11/22/63	1/20/69	12/14/63	19
73	5.167123288	1	Yes		Vietnam War	War	4	12/17/63				The Clean Air Act was signed into law.[416]	1	Democrat							Lyndon B. Johnson							36	Lyndon B. Johnson	12/12/63	11/22/63	1/20/69	12/21/63	22
76	5.167123288	1	No		Vietnam War	War	5	1/7/64					1	Democrat							Lyndon B. Johnson							36	Lyndon B. Johnson	1/2/64	11/22/63	1/20/69	1/11/64	17
75	5.167123288	1	Yes		Vietnam War	War	7	2/5/64				British Invasion: The Beatles arrived in the United States.[418]	1	Democrat							Lyndon B. Johnson							36	Lyndon B. Johnson	1/30/64	11/22/63	1/20/69	2/8/64	16
73	5.167123288	1	No		Vietnam War	War	8	2/11/64					1	Democrat							Lyndon B. Johnson							36	Lyndon B. Johnson	2/11/64	11/22/63	1/20/69	2/15/64	17
79	5.167123288	1	Yes		Vietnam War	War	8	3/5/64				U.S. President Lyndon B. Johnson announces that the United States has developed a jet airplane (the A-11), capable of sustained flight at more than 2,000 miles per hour (3,200 km/h) and of altitudes of more than 70,000 feet (21,000 m).	1	Democrat							Lyndon B. Johnson							36	Lyndon B. Johnson	2/28/64	11/22/63	1/20/69	3/7/64	11
77	5.167123288	1	No		Vietnam War	War	8	3/17/64					1	Democrat							Lyndon B. Johnson							36	Lyndon B. Johnson	3/13/64	11/22/63	1/20/69	3/21/64	13
75	5.167123288	1	No		Vietnam War	War	11	4/2/64					1	Democrat							Lyndon B. Johnson							36	Lyndon B. Johnson	3/27/64	11/22/63	1/20/69	4/4/64	12
74	5.167123288	1	No		Vietnam War	War	10	4/29/64					1	Democrat							Lyndon B. Johnson							36	Lyndon B. Johnson	4/24/64	11/22/63	1/20/69	5/2/64	14
75	5.167123288	1	No		Vietnam War	War	10	5/4/64					1	Democrat							Lyndon B. Johnson							36	Lyndon B. Johnson	5/4/64	11/22/63	1/20/69	5/9/64	14
73	5.167123288	1	Yes		Vietnam War	War	13	5/20/64				President Johnson proposed the Great Society, a set of social reforms aimed at the elimination of poverty and racial injustice.[419][420]	1	Democrat							Lyndon B. Johnson							36	Lyndon B. Johnson	5/20/64	11/22/63	1/20/69	5/23/64	12
73	5.167123288	1	No		Vietnam War	War	12	6/2/64					1	Democrat							Lyndon B. Johnson							36	Lyndon B. Johnson	6/2/64	11/22/63	1/20/69	6/6/64	13
74	5.167123288	1	No		Vietnam War	War	13	6/16/64					1	Democrat							Lyndon B. Johnson							36	Lyndon B. Johnson	6/11/64	11/22/63	1/20/69	6/20/64	11
73	5.167123288	1	Yes		Vietnam War	War	14	6/30/64				The Civil Rights Act of 1964, outlawing both segregation and major forms of discrimination against blacks and women, was signed into law.[422]	1	Democrat							Lyndon B. Johnson							36	Lyndon B. Johnson	6/25/64	11/22/63	1/20/69	7/4/64	11
68	5.167123288	1	No		Vietnam War	War	18	11/25/64					1	Democrat							Lyndon B. Johnson							36	Lyndon B. Johnson	11/20/64	11/22/63	1/20/69	11/28/64	13
70	5.167123288	1	No		Vietnam War	War	15	1/12/65					1	Democrat							Lyndon B. Johnson							36	Lyndon B. Johnson	1/7/65	11/22/63	1/20/69	1/16/65	13
70	5.167123288	1	No		Vietnam War	War	14	2/2/65					1	Democrat							Lyndon B. Johnson							36	Lyndon B. Johnson	1/28/65	11/22/63	1/20/69	2/6/65	15
68	5.167123288	1	Yes		Vietnam War	War	17	2/24/65				African American Muslim minister and human rights activist Malcolm X was assassinated at the Audubon Ballroom in Harlem, New York.[431]	1	Democrat							Lyndon B. Johnson							36	Lyndon B. Johnson	2/19/65	11/22/63	1/20/69	2/27/65	13
69	5.167123288	1	No		Vietnam War	War	20	3/16/65					1	Democrat							Lyndon B. Johnson							36	Lyndon B. Johnson	3/16/65	11/22/63	1/20/69	3/20/65	10
66	5.167123288	1	No		Vietnam War	War	21	4/7/65					1	Democrat							Lyndon B. Johnson							36	Lyndon B. Johnson	4/2/65	11/22/63	1/20/69	4/10/65	11
63	5.167123288	1	No		Vietnam War	War	22	4/28/65					1	Democrat							Lyndon B. Johnson							36	Lyndon B. Johnson	4/23/65	11/22/63	1/20/69	5/1/65	14
70	5.167123288	1	No		Vietnam War	War	17	5/18/65					1	Democrat							Lyndon B. Johnson							36	Lyndon B. Johnson	5/13/65	11/22/63	1/20/69	5/22/65	12
68	5.167123288	1	No		Vietnam War	War	18	6/9/65					1	Democrat							Lyndon B. Johnson							36	Lyndon B. Johnson	6/4/65	11/22/63	1/20/69	6/12/65	12
65	5.167123288	1	No		Vietnam War	War	20	6/29/65					1	Democrat							Lyndon B. Johnson							36	Lyndon B. Johnson	6/24/65	11/22/63	1/20/69	7/3/65	13
65	5.167123288	1	No		Vietnam War	War	19	7/21/65					1	Democrat							Lyndon B. Johnson							36	Lyndon B. Johnson	7/16/65	11/22/63	1/20/69	7/24/65	14
65	5.167123288	1	Yes		Vietnam War	War	22	8/10/65				The Watts riots began in the Watts neighborhood of Los Angeles, resulting in the deaths of 34 people.[438]	1	Democrat							Lyndon B. Johnson							36	Lyndon B. Johnson	8/5/65	11/22/63	1/20/69	8/14/65	12
63	5.167123288	1	No		Vietnam War	War	24	9/1/65					1	Democrat							Lyndon B. Johnson							36	Lyndon B. Johnson	8/27/65	11/22/63	1/20/69	9/4/65	11
63	5.167123288	1	No		Vietnam War	War	23	9/21/65					1	Democrat							Lyndon B. Johnson							36	Lyndon B. Johnson	9/16/65	11/22/63	1/20/69	9/25/65	13
65	5.167123288	1	No		Vietnam War	War	21	10/13/65					1	Democrat							Lyndon B. Johnson							36	Lyndon B. Johnson	10/8/65	11/22/63	1/20/69	10/16/65	12
64	5.167123288	1	No		Vietnam War	War	21	11/2/65					1	Democrat							Lyndon B. Johnson							36	Lyndon B. Johnson	10/29/65	11/22/63	1/20/69	11/6/65	13
